"Labor","Nivel","AnchoPro","AltoPro","Empresa","Tipo","Fecha","Guardia","AnchoReal","AltoReal","CumplimientoRecomendacion","NivelRiesgo","Condicion","Recomendacion","Sostenimiento","GSI","PorcentajeTabla","TipoSostenimiento","Responsable","Operaciones","Seguridad","Geomecanico","Registro","ProcesoMinado","SostenimientoTope","HastialDerecho","HastialIzquierdo","MallasTraslapadas","MallasRotas"
"Stp. 8089",4050,4,4,"COPSEM","EXPLOTACION","""2015-07-25T05:00:00.000Z""","DIA",4.2,4.2,true,"MEDIO","null","",true,"F/R",9,"Split Set a 1.50 x 1.50 m. Malla electrosoldada.",,"Root","Root","Root",,"LIMPIEZA","No","1.50","1.45","Si","Si"
"Rpa. 7039",4218,5,5,"COPSEM","EXPLOTACION","""2015-07-25T05:00:00.000Z""","DIA",5.15,5.15,true,"MEDIO","null","",true,"F/R",9,"Split Set a 1.50 x 1.50 m. Malla electrosoldada.",,"Root","Root","Root",,"LIMPIEZA","Si","1.53","1.52","Si","Si"
"Cro. 160 E",2890,4.5,4,"IESA SA","AVANCE","""2015-07-26T05:00:00.000Z""","DIA",4.13,4.13,true,"BAJO","null","Se recomienda con pintado la malla para perforacion y seccion de la labor, uso de guiadores al momento de la perforacion y continuar con la voladura controlada.",true,"MF/R",6,"Perno Helicoidal a 1.20 x 1.20 m. Malla electrosoldada.",,"Root","Root","Root",,"DESATE-SOST.","Si","1.12","1.11","Si","No"
"Cro 023 S",2890,4,4,"IESA SA","EXPLOTACION","""2015-07-26T05:00:00.000Z""","DIA",4.1,4.1,true,"CRITICO","null","Se recomienda reforzar sostenimiento, continuar con la voladura controlada.",true,"MF/R",6,"Split Set a 1.20 x 1.20 m. Malla electrosoldada.",,"Root","Root","Root",,"DESATE-SOST.","No","1.15","1.20","Si","Si"
"Rpa 175",2960,4,4,"IESA SA","EXPLOTACION","""2015-07-27T05:00:00.000Z""","DIA",4.15,4.15,true,"BAJO","null","Continuar con la voladura controlada.",true,"MF/R",6,"Split Set a 1.20 x 1.20 m. Malla electrosoldada.",,"Root","Root","Root",,"PERFORACIÓN","Si","1.05","1.15","Si","No"
"Rpa 7854",3600,4,4,"COPSEM","EXPLOTACION","""2015-07-28T05:00:00.000Z""","DIA",4.5,4.5,true,"BAJO","null","",true,"F/R",9,"Split Set a 1.50 x 1.50 m. Malla electrosoldada.",,"Root","Root","Root",,"DESATE-SOST.","Si","1.52","1.48","Si","Si"
"Rpa 031",3300,4,4,"IESA SA","EXPLOTACION","""2015-07-27T05:00:00.000Z""","DIA",4.1,4.1,true,"CRITICO","null","se recomienda reforzar sostenimiento en el hastial izquierdo, sostener la comunicacion.",true,"MF/R",6,"Split Set a 1.20 x 1.20 m. Malla electrosoldada.",,"Root","Root","Root",,"DESATE-SOST.","No","1.10","1.10","Si","Si"
"cro 679",3600,4,4,"COPSEM","EXPLOTACION","""2015-07-28T05:00:00.000Z""","DIA",4.4,4.4,true,"BAJO","null","",true,"F/R",9,"Split Set a 1.50 x 1.50 m. Malla electrosoldada.",,"Root","Root","Root",,"PERFORACIÓN","Si","1.48","1.52","Si","No"
"Rpa 990",2890,4.5,4,"IESA SA","AVANCE","""2015-07-27T05:00:00.000Z""","DIA",4.1,4.1,true,"BAJO","null","se recomienda continuar con la voladura controlada.",true,"MF/R",6,"Shotcrete con fibra (2""). Perno Helicoidal a 1.20 x 1.20 m. Malla electrosoldada.",,"Root","Root","Root",,"PERFORACIÓN","Si","1.15","1.10","Si","No"
"Rpa 175",2960,4,4,"IESA SA","EXPLOTACION","""2015-07-28T05:00:00.000Z""","DIA",4.15,4.15,true,"BAJO","null","se recomienda continuar con la voladura controlada,reforzar sostenimiento en la corona.",true,"MF/R",6,"Split Set a 1.20 x 1.20 m. Malla electrosoldada.",,"Root","Root","Root",,"PERFORACIÓN","Si","1.05","1.10","Si","No"
"SN. 8086",4050,4,4,"COPSEM","AVANCE","""2015-07-29T05:00:00.000Z""","DIA",4.1,4.1,true,"BAJO","null","SE REALIZÓ DESCARGUE DE MALLA MAS REFORZAMIENTO.",true,"F/R",9,"Split Set a 1.20 x 1.20 m. Malla electrosoldada.",,"Root","Root","Root",,"DESATE-SOST.","Si","1.60","1.45","Si","No"
"RPA 175",2890,4,4,"IESA SA","EXPLOTACION","""2015-07-29T05:00:00.000Z""","DIA",4.1,4.1,true,"BAJO","null","UTILIZAR 04 GUIADORES Y CONTROLAR PARALELISMO AL MOMENTO DE PERFORAR Y CONTINUAR CON VOLADURA CONTROLADA",true,"MF/R",6,"Split Set a 1.20 x 1.20 m. Malla electrosoldada.",,"Root","Root","Root",,"PERFORACIÓN","Si","1.20","1.10","Si","No"
"Rpa.  996",3540,4.5,4,"CIA MINERA ATACOCHA","EXPLOTACION","""2015-07-28T05:00:00.000Z""","DIA",4.1,4.1,true,"CRITICO","null","SE DEBE COMPLETAR EL SOSTENIMIENTO DEL ULTIMO DISPARO, se debe estandarizar antes de retomar la labor ",true,"MF/R",6,"Shotcrete con fibra (3""). Split Set a 1.00 x 1.00 m. Malla electrosoldada.",,"Root","Root","Root",,"SIN PERSONAL","No","1.70","2.00","No","No"
"RPA 869",2960,4,4,"IESA SA","AVANCE","""2015-07-29T05:00:00.000Z""","DIA",4.1,4.1,true,"CRITICO","null","REFORZAR SOSTENIMIENTO  ESPACIOS ABIERTOS, SOSTENER ULTIMO DISPRO Y CONTINUAR CON VOLADUR CONTROLADA",true,"IF/R",0,"Shotcrete con fibra (2""). Split Set a 1.20 x 1.20 m. Malla electrosoldada.",,"Root","Root","Root",,"SIN PERSONAL","No","1.20","1.10","Si","Si"
"Stp 160 S",2890,4,4,"CIA MINERA ATACOCHA","EXPLOTACION","""2015-07-28T05:00:00.000Z""","DIA",4.1,4.1,true,"CRITICO","null","falta completar el sosteniemeinto del hastial izquierdo, el nuevo acceso y reforzar el pilar ",true,"MF/R",6,"Shotcrete con fibra (3""). Split Set a 1.00 x 1.00 m. Malla electrosoldada.",,"Root","Root","Root",,"SIN PERSONAL","No","1.70","1.60","Si","No"
"CX. 436S",3000,4.5,4,"COPSEM","AVANCE","""2015-07-29T05:00:00.000Z""","DIA",4.65,4.65,true,"CRITICO","null","SE REALIZÓ REFORZAMIENTO Y DESCARGUE DE MALLA. LISTO PARA LANZADO DE SHOTCRETE.",true,"MF/MP",0,"Shotcrete con fibra (3""). Split Set a 1.00 x 1.00 m. Malla electrosoldada.",,"Root","Root","Root",,"DESATE-SOST.","Si","1.55","1.50","Si","No"
"CX. 436N",3000,4.5,4,"COPSEM","AVANCE","""2015-07-29T05:00:00.000Z""","DIA",4.4,4.4,true,"CRITICO","null","SE REALIZÓ SOSTENIMIENTO AL TOPE. LISTO PARA LANZADO DE SHOTCRETE.",true,"MF/P",3,"Split Set a 1.20 x 1.20 m. Malla electrosoldada.",,"Root","Root","Root",,"DESATE-SOST.","No","1.60","1.45","Si","No"
"RPA 018",3000,4,4,"IESA SA","EXPLOTACION","""2015-07-29T05:00:00.000Z""","DIA",4.1,4.1,true,"CRITICO","null","REALIZAR REFORZAMIENTO E ESPCIOS HABIERTOS, SOSTENER ULTIMO DISPARO Y CONTINUAR CON VOLADURA CONTROLADA",true,"MF/R",6,"Split Set a 1.20 x 1.20 m. Malla electrosoldada.",,"Root","Root","Root",,"SIN PERSONAL","No","1.20","1.10","Si","Si"
"GAL 981",2960,4,4,"IESA SA","EXPLOTACION","""2015-07-29T05:00:00.000Z""","DIA",4.1,4.1,true,"BAJO","null","CONTINUAR CON VOLADUR CONTROLADA",true,"MF/R",6,"Split Set a 1.20 x 1.20 m. Malla electrosoldada.",,"Root","Root","Root",,"PERFORACIÓN","Si","1.20","1.10","Si","No"
"RPA 869",2960,4,4,"IESA SA","AVANCE","""2015-07-29T05:00:00.000Z""","DIA",4.1,4.1,true,"CRITICO","null","REFORZAR SOSTENIMIENTO  ESPACIOS ABIERTOS, SOSTENER ULTIMO DISPRO Y CONTINUAR CON VOLADUR CONTROLADA",true,"IF/R",0,"Shotcrete con fibra (2""). Split Set a 1.20 x 1.20 m. Malla electrosoldada.",,"Root","Root","Root",,"SIN PERSONAL","No","1.20","1.10","Si","Si"
"Stp 160 S",2890,4,4,"CIA MINERA ATACOCHA","EXPLOTACION","""2015-07-28T05:00:00.000Z""","DIA",4.1,4.1,true,"CRITICO","null","falta completar el sosteniemeinto del hastial izquierdo, el nuevo acceso y reforzar el pilar ",true,"MF/R",6,"Shotcrete con fibra (3""). Split Set a 1.00 x 1.00 m. Malla electrosoldada.",,"Root","Root","Root",,"SIN PERSONAL","No","1.70","1.60","Si","No"
"STOP. 335",4154,4,4,"COPSEM","EXPLOTACION","""2015-07-30T05:00:00.000Z""","DIA",4.1,4.1,true,"BAJO","null","Se descargo mallas sobrecargadas y se recomendo pintar chapas.",true,"MF/R",6,"Shotcrete con fibra (3""). Split Set a 1.00 x 1.00 m. Malla electrosoldada.",,"Root","Root","Root",,"DESATE-SOST.","Si","1.50","1.55","Si","Si"
"OB-MIGUEL",4050,4,4,"COPSEM","EXPLOTACION","""2015-07-30T05:00:00.000Z""","DIA",4.15,4.15,true,"BAJO","null","Se recomienda cumplir altura de sostenimiento a 1.5m en los hastaliales. Pintar chapas con el color caracteristico.",false,"MF/R",6,"Shotcrete con fibra (3""). Split Set a 1.00 x 1.00 m. Malla electrosoldada.",,"Root","Root","Root",,"DESATE-SOST.","Si","1.40","1.55","Si","No"
"Cro 764-N",3300,4.5,4,"IESA SA","EXPLOTACION","""2015-09-10T05:00:00.000Z""","DIA",4.1,4.1,true,"BAJO","null","Desate minuioso y constante.",true,"MF/R",6,"Split Set a 1.20 x 1.20 m. Malla electrosoldada.",,"Root","Root","Root",,"PERFORACIÓN","Si","1.08","1.10","Si","No"
"Stp. 160 S",2890,4,5,"CIA MINERA ATACOCHA","EXPLOTACION","""2015-09-11T05:00:00.000Z""","DIA",5.13,5.13,true,"CRITICO","null","SE DEBE DE RELLLENAR COMPLETAMENTE . EN EL HASTIAL DERECHO SE EVIDENCIA UN PLANCHON COLGADO EN VOLADIZO, TENER CUIDADO  CON LA COMUNICACION CON LA LABOR SUPERIOR, HAY UN PUENTE DE 5 mts.",true,"MF/R",6,"Split Set a 1.20 x 1.20 m. Malla electrosoldada.",,"Root","Root","Root",,"SIN PERSONAL","No","1.5","1.48","No","Si"
"Stp. 440S (SUPERIOR)",2890,4,5,"CIA MINERA ATACOCHA","EXPLOTACION","""2015-09-11T05:00:00.000Z""","DIA",4.2,4.2,true,"CRITICO","null","SE ESTA LLEVANMDO COMO RAMPA, FALTA HACER UN BUEN DESATE Y SOSTENER, SOLO SE ESTA SOSTENIENDO LA CORONA Y FALTA COMPLETAR EN LOS HASTIALES. SE ESTA CORRIENDO UN SUB NIVEL A L LADOI DERECHO FALTA SOSTENER 4.95mts. SE EVIDENCIA BANCOS COLGADOS.",true,"MF/R",6,"Split Set a 1.20 x 1.20 m. Malla electrosoldada.",,"Root","Root","Root",,"DESATE-SOST.","No","1.50","1.50","No","Si"
"Stp. 896",2940,4,5,"CIA MINERA ATACOCHA","EXPLOTACION","""2015-09-11T05:00:00.000Z""","DIA",4.91,4.91,true,"CRITICO","null","HAY MALLAS COLGADAS EN AMBOS HASTIALES,  NO HAY UN BUEN TRASLAPE DE MALLLA A MALLA SE EVIDENCIA  ZONAS SIN SOSTENER. HACIA EL TOPE FALTA DESATAR CON SCALER, HAY 4.5 METROS SIN SOSTENER Y EL DISPARO  HA REMANGADO LA MALLA POR QUE LE FALTA ASEGURAR. FALTA COMPLETAR RRELLENO EN LE PISO Y NE LA ZONA DE COMUNICACION ESTA MUY ALTO NO SE REPETA LA RAZANTE.",true,"MF/R",6,"Split Set a 1.20 x 1.20 m. Malla electrosoldada.",,"Root","Root","Root",,"DESATE-SOST.","No","1.50","1.","No","Si"
"Stp. 154",3600,4,4,"COPSEM","EXPLOTACION","""2015-09-11T05:00:00.000Z""","DIA",5.2,5.2,true,"BAJO","null","REALIZAR LA DESCARGA DE MALLAS Y EL CORTE DE LAS MISMAS",true,"MF/R",6,"Split Set a 1.20 x 1.20 m. Malla electrosoldada.",,"Root","Root","Root",,"PERFORACIÓN","Si","1.50","1.50","Si","No"
"Rpa: 175",2890,4,4,"CIA MINERA ATACOCHA","EXPLOTACION","""2015-09-11T05:00:00.000Z""","DIA",4.02,4.02,true,"CRITICO","null","SE ENCONTRO SOSTENIENDO  CON JUMBO DE 2 BRAZOS A LA EMPRESA ESPECIALIZADA IESA  NO TIENE LA POSICION PARA INSTALAR EL SOSTENIMIENTO EN FORMA RADIAL Y SISTEMATICO SE ESTA COLOCANDO INCLINADOS ESOBRE TODOD EN LA CORONA , NO TIENE POSICION",true,"MF/R",6,"Split Set a 1.20 x 1.20 m. Malla electrosoldada.",,"Root","Root","Root",,"DESATE-SOST.","No","1.50","1.","No","Si"
"Rpa 999",2890,4,4,"IESA SA","EXPLOTACION","""2015-09-12T05:00:00.000Z""","DIA",4.05,4.05,true,"BAJO","null","PINTAR LA RAZANTE PARA UN SOSTENIMIENTO ADECUADO, DESATE DE BANCOS SUELTOS SOBRE LA MALLA.",true,"MF/R",6,"Shotcrete con fibra (3""). Split Set a 1.00 x 1.00 m. Malla electrosoldada.",,"Root","Root","Root",,"DESATE-SOST.","Si","1.05","1.10","Si","Si"
"Gal 765-S",3300,4,4,"IESA SA","EXPLOTACION","""2015-09-12T05:00:00.000Z""","DIA",4.05,4.05,true,"BAJO","null","CONTINUAR CON DESATE DE BANCOS SUELTOS SOBRE LA MALLA, CORTAR LAS MALLAS SUSPENDIDAS Y RESANAR.",true,"MF/P",3,"Shotcrete con fibra (2""). Split Set a 1.20 x 1.20 m. Malla electrosoldada.",,"Root","Root","Root",,"PERFORACIÓN","Si","1.05","1.10","Si","No"
"Stp. 369",4050,4,5,"COPSEM","EXPLOTACION","""2015-09-13T05:00:00.000Z""","DIA",5,5,true,"MEDIO","null","REFORZAR EL SOSTENIMIENTO Y DESCARGUE DE MALLAS CARGADAS",true,"MF/R",6,"Shotcrete con fibra (3""). Split Set a 1.00 x 1.00 m. Malla electrosoldada.",,"Root","Root","Root",,"DESATE-SOST.","Si","1.45","1.50","Si","Si"
"Rpa.7839",4218,5,5,"COPSEM","EXPLOTACION","""2015-09-14T05:00:00.000Z""","DIA",5.1,5.1,true,"CRITICO","null","EMPLAZADO EN CALIZA GRIS CON VENILLAS DE CALCITA , CON  RELLENO SUAVE.RECOMENDACION DESCARGUE DE MALLAS CARGADAS, REFORZAR EL SOSTENIMIENTO Y DISPARAR EL FRENTE JUNTO CON LA CUNETA.",true,"F/R",9,"Split Set a 1.20 x 1.20 m. Malla electrosoldada.",,"Root","Root","Root",,"DESATE-SOST.","No","1.45","1.50","Si","Si"
"Rpa.869",2960,4,4,"IESA SA","EXPLOTACION","""2015-09-15T05:00:00.000Z""","DIA",4.05,4.05,true,"CRITICO","null","SE RECOMIENDA DESATE MINUCIOSO,REFORZAR SOSTENIMIENTO DE ESPACIOS ABIERTOS DE MALLA, SOSTENER EL ULTIMO DISPARO.",true,"MF/P",3,"Shotcrete con fibra (2""). Split Set a 1.20 x 1.20 m. Malla electrosoldada.",,"Root","Root","Root",,"SIN PERSONAL","No","1.10","1.10","Si","Si"
"S/N. 7779 N",3420,4,4,"COPSEM","EXPLOTACION","""2015-09-16T05:00:00.000Z""","DIA",4.2,4.2,true,"CRITICO","null","CALIZA GRIS CON VENILLAS DE CALCITA DE MEDIANA RESISTENCIA FALLA TRANVERSAL A LA LABOR. RECOMENDACION REALIZAR DECSARGUE DE MALLAS CARGADAS, REFORZAR EL SOSTENIMIENTO, CORTE DE MALLAS ROTAS Y REALIZAR VOLADURA CONTROLADA",true,"MF/R",6,"Split Set a 1.20 x 1.20 m. Malla electrosoldada.",,"Root","Root","Root",,"PERFORACIÓN","Si","1.45","1.50","Si","Si"
"Stp. 996",3600,4,5,"CIA MINERA ATACOCHA","EXPLOTACION","""2015-09-17T05:00:00.000Z""","DIA",5,5,true,"CRITICO","null","HACIA EL SUR LA ZONA DE DERRUMBE SE DEBE DE RELLENAR Y NO SER DEBE DE RETIRAR LA CARGA.EL BRESTING DE SN, FALTA SOSTENER 5.70 M.FALTA DESATAR , SE ESTÁ PLANCHONEANDO. MÁS DE UNA DE CINCO DIAS ESTÁ SIN SOSTENER. EL SUBNIVEL QUE SE ESTÁ CORRIENDO, FALTA REBAJE DE PISO, SE ESTÁ LLEVANDO EN POSITIVO  SE DEBE RETOMAR EL HORIZONTAL.  EL BRESTING QUE HA MARCADO HACIA EL NORTE , FALTA DESATAR Y REFORZAR EL SOSTENIMIENTO EN LA INTERSECCIÓN Y COLOCAR SPLIT SETS SISTEMÁTICOS A 1.0 X 1.0. SE COLOCADO DIQUE PARA RELLENAR EL LADO OESTE. PERO TENER CUIDADO, HAY ZONAS SIN SOTENER. LADO SUR NO SE DEBE DE RETIRAR LA CARGA DE LA ZONA DE DERRUMBE PORQUE SE PUEDE DESESTABILIZAR.",true,"MF/P",3,"Shotcrete con fibra (3""). Split Set a 1.00 x 1.00 m. Malla electrosoldada.",,"Root","Root","Root",,"PERFORACIÓN","No","1.45","2.05","No","Si"
"RPA. 7750 W",3540,4,4,"CIA MINERA ATACOCHA","AVANCE","""2015-09-17T05:00:00.000Z""","DIA",4.05,4.05,true,"CRITICO","null","DEDE EL INGRESO HAY BANCOS SUELTOS SE DEBE DESATAR Y LUEGO RESANAR. HA PARECIDO FILTRACIÓN DE AGUA SE DEBE DE DESCARGAR LA MALLA Y SE DEBE DE PROGRAMAR PARA SHOTCRETEAR.  ANTES QUE SE SEGA DESESTABILIZANDO.",true,"MF/MP",0,"Shotcrete con fibra (2""). Perno Helicoidal a 1.20 x 1.20 m. Malla electrosoldada.",,"Root","Root","Root",,"SIN PERSONAL","No","1.45","1.40","No","Si"
"STP. 995",3600,4,5,"CIA MINERA ATACOCHA","EXPLOTACION","""2015-09-17T05:00:00.000Z""","DIA",4.44,4.44,true,"CRITICO","null","EL SUBNIVEL, QUE SE ESTÁ CORRIEN .HAY PRESENCIA DE FILTRACIÓN DE AGUA, SIN SOSTENER 4.70 M GEOLOGÁ A MARCADO PARA DENTRAR A LA DERECHA . PERO SE VA HA SALONEAR SE DEBE DE TENER CUIDADDO CON EL ANCHO DE MINADO. HACIA EL TOPE FALTA SOSTENER  4.50 M SE DEBE DE COLOCAR SPLIT SETS MÁS MALLA ELECTROSOLDADA Y LUEGO SE DEBE DE SHOTCRETEAR.. EL S/N - W SE DEBE DE RELLENAR PORQUE HACIA EL TOPE A EMPEZADO A REALSARCE Y ESTÁ CHISPEANDO. POR EL LÍMITE QUE HAY CON EL PUENTE DEL LABOR ANTIGUO SEA PARADO Y SE ESTÁ DESESTABILIZANDO. EL SHOTCRTE DE NETCON NO CUMPLE LO RECOMENDADO, NO HAY LA PULGADA RECOMENDADO Y FALTA CANTONEAR.",true,"MF/MP",0,"Shotcrete con fibra (3""). Split Set a 1.00 x 1.00 m. Malla electrosoldada.",,"Root","Root","Root",,"DESATE-SOST.","No","1.40","1.50","No","Si"
"STP. 24",3540,4,5,"CIA MINERA ATACOCHA","EXPLOTACION","""2015-09-17T05:00:00.000Z""","DIA",5,5,true,"CRITICO","null"," LA CÁMARA DE SANVIK.SE DEBE DE RETIRAR LAS COSAS PARA LUEGO DESATAR Y SOSTENER. EN EL STOPE 24, SE DEBE DEE HACER LOS DESQUINCHES EN RETIRADA. PUES FALTA COMPLETAR EL MINADO HACIA EL TOPE AMBOS BRESTING, PERO SIN EMBARGO SEA DESQUINCHADO A LA DERECHA, DESESTABILIZANDO Y SALONEANDO LA LABOR. PRODUCTO DE LA VOLADURA HAY MALLAS CARGADAS Y MALLAS COLGADAS. SE DEBE DE REDUR EL ANCHO DE MINADO.",true,"MF/R",6,"Split Set a 1.20 x 1.20 m. Malla electrosoldada.",,"Root","Root","Root",,"LIMPIEZA","No","1.50","1.50","No","Si"
"Cro 544 E",3300,4.5,4,"IESA SA","EXPLOTACION","""2015-09-17T05:00:00.000Z""","DIA",4.08,4.08,true,"BAJO","null","SE RECOMIENDA REFORZAR ESPACIOS ABIERTOS DE MALLA, CONTINUAR CON LA VOLADURA CONTROLADA PARA MANTENER LA SECCION PROGRAMADA.",true,"MF/P",3,"Shotcrete con fibra (3""). Split Set a 1.00 x 1.00 m. Malla electrosoldada.",,"Root","Root","Root",,"DESATE-SOST.","Si","1.10","1.00","Si","Si"
"Stp. 154 N",3600,4,4,"COPSEM","EXPLOTACION","""2015-09-17T05:00:00.000Z""","DIA",4.1,4.1,true,"CRITICO","null","DISCONTINUIDAD TRANSVERSAL A LA LABOR, PRESENTA RELLENO SUAVE Y COMO FACTOR INFLUYENTE LABOR ADYACENTE. RECOMENDACION DESCARGUE DE MALLAS CARGADAS, CONTROLAR LA SECCION Y REALIZAR VOLADURA CONTROLADA",true,"MF/R",6,"Shotcrete con fibra (3""). Split Set a 1.00 x 1.00 m. Malla electrosoldada.",,"Root","Root","Root",,"DESATE-SOST.","No","1.50","1.40","Si","No"
"Stp. 440_W",2890,4,5,"CIA MINERA ATACOCHA","EXPLOTACION","""2015-09-18T05:00:00.000Z""","DIA",5.2,5.2,true,"CRITICO","null","Labor con carga, pendiente de sostenimiento, sin personal, se recomienda el sostenimiento al tope, considerando el traslape de 3 cocos y la altura de sostenimiento de 1.50 m.",false,"F/R",9,"Split Set a 1.20 x 1.20 m. Malla electrosoldada.",,"Root","Root","Root",,"SIN PERSONAL","Si","1.50","1.50","Si","Si"
"Rpa 869",2960,4,4,"IESA SA","EXPLOTACION","""2015-09-18T05:00:00.000Z""","DIA",4.1,4.1,true,"CRITICO","null","SE RECOMIENDA DESATE MINUCIOSO, DESCARGAR ROCAS SUELTAS SOBRECARGADAS EN LA MALLA, REFORZAR ESPACIOS ABIERTOS.",true,"MF/MP",0,"Shotcrete con fibra (2""). Split Set a 1.20 x 1.20 m. Malla electrosoldada.",,"Root","Root","Root",,"DESATE-SOST.","No","1.00","1.10","Si","Si"
"Cro 160 E",2890,4.5,4,"IESA SA","AVANCE","""2015-09-18T05:00:00.000Z""","DIA",4.08,4.08,true,"CRITICO","null","SE RECOMIENDA REFORZAR ESPACIOS ABIERTOS DE MALLA, AJUSTAS LAS TUERCAS DE LOS PERNOS HELICOIDALES, NO ESTAN AJUSTADOS POR EL PROCESO DE DESATE DE ROCAS.",true,"MF/P",3,"Shotcrete con fibra (2""). Perno Helicoidal a 1.20 x 1.20 m. Malla electrosoldada.",,"Root","Root","Root",,"SIN PERSONAL","No","1.00","1.10","Si","Si"
"Rpa. 7839 N",4280,5,5,"COPSEM","EXPLOTACION","""2015-09-19T05:00:00.000Z""","DIA",5.1,5.1,true,"CRITICO","null","ROCA CON CALIZA GRIS DE MEDIANA RESISTENCIA, PRESENTA RELLENO SUAVE POR LAS APERTURAS DE LAS DISCONTINUIDADES, FALLA SEMIPARALELA A LA LABOR. RECOMENDACION DESCARGUE DE MALLAS CARGADAS REFORZAR EL SOSTENIMIENTO DEL HASTIAL DERECHO Y REALIZAR LA VOLADURA CONTROLADA",true,"MF/R",6,"Shotcrete con fibra (3""). Split Set a 1.00 x 1.00 m. Malla electrosoldada.",,"Root","Root","Root",,"LIMPIEZA","No","1.55","1.60","Si","Si"
"Stp. 369 (Piso 14)",4050,4,5,"COPSEM","EXPLOTACION","""2015-09-19T05:00:00.000Z""","DIA",5.1,5.1,true,"CRITICO","null","FALLAS TRANSVERSALES A LA LABOR Y SEMIPARALELA FORMANDO CUÑAS, CON VENILLAS DE CALCITA. RECOMENDACION PERCUTAR Y TUMBAR LAS CUÑAS, REFORZAR EL SOSTENIMIENTO Y REALIZAR LA VOLADURA CONTROLADA",true,"MF/R",6,"Shotcrete con fibra (3""). Split Set a 1.00 x 1.00 m. Malla electrosoldada.",,"Root","Root","Root",,"LIMPIEZA","No","1.50","1.50","Si","Si"
"STP 732",3420,4,4,"COPSEM","EXPLOTACION","""2015-10-01T05:00:00.000Z""","DIA",4.1,4.1,true,"BAJO","null","",true,"F/R",9,"Split Set a 1.50 x 1.50 m. Malla electrosoldada.",,"Root","Root","Root",,"DESATE-SOST.","Si","1.50","1.50","Si","No"
"STP 995",3600,4,5,"CIA MINERA ATACOCHA","EXPLOTACION","""2015-10-02T05:00:00.000Z""","DIA",4.1,4.1,true,"CRITICO","null","EN EL SUBNIVEL DE LA DERECHA, SEA LANZADO SHOTCRETE, PERO NO SE REFUERZA CON SPLIT SET + MALLA 1.0 X 1.0, PARA PODER MAYOR SOPORTE. EL SUBNIVEL DE LA IZQUIERDA HACIA EL TOPE NO SEA COMPLETADO LANZAR SHOTCRETE RAZÓN POR EL CUAL SEA CAIDO EL SHOTCRETE LANZADO Y SE DEBE DE REFORZAR NUEVAMENTE CON SHOTCRETE 3"". Y SOBRE DICHO SHOTCRETE SE DEBE DE REFORZAR CON SPLIT SET A 1.0 X 1.0 + MALLA ELECTROSOLDADA. SE DEBE DE PERFORAR PPOR EL TIPO DE TERRENO CON BROCA DE 35 MM. PARA QUE PUEDA TRABAJAR MEJOR EL SPLIT SET.",true,"MF/MP",0,"Shotcrete con fibra (3""). Split Set a 1.00 x 1.00 m. Malla electrosoldada.",,"Root","Root","Root",,"SIN PERSONAL","No","1.50","1.50","No","Si"
"RPA. 7731 ",3600,4.5,4.5,"CIA MINERA ATACOCHA","EXPLOTACION","""2015-10-02T05:00:00.000Z""","DIA",4.5,4.5,true,"CRITICO","null","LA EMPRESA ESPECIALIZADA MARTINEZ, ESTÁ RESANANDO Y ESTÁ HABILITANDO LA RAMPA PERO ESTÁ INSTALANDO SOSTENIMIENTO, SIN CORTAR SPLIT SETS SOBRESALIDOS, NO HAY JUNTA DE MALLA A MALLA, NO SE HACE UNA DISTRIBUCIÓN DE PERNO A PERNO. Y NO ESTYÁ PINTANDO LAS PLACAS DE COLOR CELESTE COMO SEA ACORDADO. Y DEBE DE PERFORAR CON BROCA DE 35 MM",true,"MF/P",3,"Shotcrete con fibra (2""). Split Set a 1.20 x 1.20 m. Malla electrosoldada.",,"Root","Root","Root",,"SIN PERSONAL","No","1.40","1.30","No","Si"
"Cro 160 E",2890,4.5,4,"IESA SA","AVANCE","""2015-10-02T05:00:00.000Z""","DIA",4.05,4.05,true,"CRITICO","null","SE RECOMIENDA REFORZAR ESPACIOS ABIERTOS DE MALLA AFECTADO POR LA VOLADURA, CONTINUAR CON LA VOLADURA CONTROLADA.",true,"MF/R",6,"Perno Helicoidal a 1.20 x 1.20 m. Malla electrosoldada.",,"Root","Root","Root",,"DESATE-SOST.","No","1.00","1.00","Si","No"
"stp 660",3420,4,5,"CIA MINERA ATACOCHA","EXPLOTACION","""2015-10-02T05:00:00.000Z""","DIA",5.1,5.1,true,"CRITICO","null","se evidencia el techoen forma de graderia, estan reduciendo la seccion controlar la voladura para no dañar el macizo ",true,"MF/R",6,"Shotcrete con fibra (3""). Split Set a 1.00 x 1.00 m. Malla electrosoldada.",,"Root","Root","Root",,"DESATE-SOST.","No","1.60","1.60","Si","No"
"stp 996",3600,4,4,"CIA MINERA ATACOCHA","EXPLOTACION","""2015-10-03T05:00:00.000Z""","DIA",4.5,4.5,true,"CRITICO","null","hacia el S/N lado derecho se debe realizar primero la apertura a la derecha y una vez culminado a laizquierda y asi no salonear la labor, el S/N lado izquierdo completar elsostenimiento. hacia el acceso se tienen mallas abierta hacer el resane ",true,"MF/P",3,"Shotcrete con fibra (3""). Split Set a 1.00 x 1.00 m. Malla electrosoldada.",,"Root","Root","Root",,"LIMPIEZA","No","1.50","1.50","Si","No"
